Gene_ID	TET1_ALT_1	TET1_ALT_2	TET1_ALT_3	Empty_Vector_1	Empty_Vector_2	Empty_Vector_3	TET1_FL_1	TET1_FL_2	TET1_FL_3
CAHM	8.24193	5.38485	12.3291	6.33954	12.3391	6.58333	8.22495	17.7008	24.0968
MYO1D	1720.5	1742	1679.84	1570.09	1837.29	1754.93	1812.23	1995.76	2018.11
CCDC84	186.989	189.816	198.806	177.507	171.513	231.357	159.016	198.027	179.22
RABL2B	68.5111	45.7946	43.4971	45.7855	61.7355	47.9643	52.0914	50.1966	37.6513
SSRP1	13970.1	14415.9	13454.1	15448	13460.7	13122.5	12904.9	13459.2	13342.1
KIAA1549	781.438	862.922	688.886	556.47	881.628	926.369	827.978	901.632	799.714
EFEMP1	228.198	236.933	191.101	239.494	212.849	199.381	268.682	244.492	260.547
NRXN2	63.3598	60.5796	61.6453	35.2196	69.0989	78.0595	87.7328	86.2912	75.3026
RAB1B	1232.68	1162.45	1323.83	1158.73	1283.27	1262.12	1110.37	1199.23	1212.37
SLC35A5	1307.89	1207.55	1450.21	1339.05	1349.28	1295.04	1466.78	1418.27	1644.61
SDC3	991.607	959.85	969.373	737.499	1037.72	1177.48	1019.89	1152.76	1072.31
ITGA7	190.595	193.182	178.771	162.01	183.235	213.488	175.466	216.834	182.232
GART	6427.16	6444.32	7083.05	7270.04	6515.04	6068.89	6936.38	6756.16	7155.26
DPAGT1	751.046	698.684	728.956	709.324	735.41	738.274	682.671	783.258	734.954
PRDX3	9186.66	8108.91	10393.4	9820.65	9441.87	8609.12	10741.8	9053.94	9998.69
TRIM62	242.622	225.491	243.499	181.029	244.314	294.369	172.724	232.322	213.86
LSM10	345.646	391.075	446.929	530.408	326.369	344.214	383.831	309.763	253.017
TRMT2B	792.255	752.533	858.411	771.31	819.316	821.035	800.562	855.168	878.029
AGO3	570.238	610.507	577.925	493.075	599.063	679.964	537.364	537.66	500.01
PDHA1	4315.92	4258.57	4382.69	4853.58	4230.64	3938.82	4415.59	4385.47	4545.01
PIAS2	700.049	678.491	636.488	583.237	668.779	750.5	701.863	637.227	670.194
GLRB	138.052	171.642	154.113	143.696	160.408	157.059	186.432	155.988	197.293
SRD5A1	262.711	262.511	254.287	258.512	243.08	275.559	339.965	271.043	299.705
TOM1L1	855.321	833.059	940.459	936.021	845.324	836.496	985.335	919.581	1025.9
WASF2	1477.37	1547.47	1276.06	1133.37	1524.49	1687.21	1340.67	1334.19	1251.53
IFT46	966.366	959.85	1188.21	1184.79	987.127	916.023	1233.75	948.097	1057.25
SPR	702.624	723.589	789.06	802.304	724.922	697.833	666.221	704.711	730.436
BEX1	376.038	377.613	392.989	464.899	343.027	328.226	337.223	363.972	370.489
MRPL39	1278.53	1171.88	1427.09	1482.04	1257.97	1166.19	1239.23	1141.7	1266.59
KIAA1191	2361.83	2405.68	2529	2578.78	2436.97	2255.26	2418.14	2562.18	2677.76
DDX23	4090.57	4081.04	4034.69	4687.73	3926.3	3665.97	3473.67	3576.66	3563.32
ZNF713	55.1179	61.9258	50.8574	59.8734	50.5903	56.4285	60.3163	46.4645	34.6392
GNG7	334.828	339.246	311.309	310.637	318.349	352.678	353.673	350.696	373.501
CS	3040.24	2808.87	2991.34	2289.98	3130.43	3341.51	3092.58	2970.41	2962.41
SPATA17	56.1481	65.9644	60.1042	77.4832	62.9294	44.2024	63.058	70.803	66.2663
GABPB1-AS1	183.509	250.893	199.87	224.391	202.504	202.235	228.757	211.746	204.297
CCDC160	20.6048	15.4814	12.3291	25.3581	10.4882	11.2857	13.7083	15.4882	19.5787
SFMBT1	614.024	639.451	579.466	599.438	633.612	604.726	608.646	580.806	646.097
TNPO2	2744.56	2936.76	2778.66	2396.34	2918.81	3093.23	2111.07	2358.63	2302.75
NGFRAP1	4753.53	4425	4792.92	5094.17	4571.63	4240.61	4595.01	4775.88	4453.4
SHOX2	190.079	161.546	188.018	200.752	157.323	185.274	159.016	159.307	153.617
SLC22A23	605.782	670.414	622.618	600.143	616.338	675.262	553.813	626.164	576.818
TMEM14B	841.707	807.054	1043.35	1049.55	863.119	804.107	891.036	898.313	902.126
HECTD3	540.876	512.234	537.855	433.906	560.812	584.976	553.813	537.66	460.852
BEX4	1492.82	1348.91	1477.95	1656.73	1419	1272.46	1708.05	1647.28	1658.16
MRPS23	1979.61	1925.76	2290.12	2567.51	1852.1	1838.63	2179.61	1753.48	1829.85
CDC37	5527.24	5600.92	5363.14	6286	5175.63	4929.97	4786.92	5348.95	4564.85
FMNL1	50.9969	53.1754	43.1517	36.6284	48.7394	63.9524	71.2829	63.0589	69.2784
LPIN3	364.65	437.803	360.633	353.245	388.109	429.59	400.699	393.015	432.019
TM2D3	1024.06	986.101	955.503	1126.32	948.259	907.559	1066.5	945.884	903.632
EZR	5756.99	5744.29	5506.47	6780.49	5400.2	4957.25	5014.48	5294.74	4942.87
YBX1	7399.19	7148.39	6811.81	8632.34	6577.35	6325.64	7172.16	7143.36	6010.66
KAZALD1	154.021	133.948	152.572	128.904	160.408	148.595	126.116	179.22	129.521
ZBED4	1833.83	1877.29	1815.45	1722.95	1844.08	1943.96	1631.28	1641.74	1667.2
MGAT5	2653.39	2664.83	2439.61	2473.12	2660.92	2602.3	2530.54	2619.71	2665.71
CD59	2218.11	2261.64	2592.19	2587.24	2200.06	2244.92	2141.23	2193.79	2164.2
TATDN2	1726.17	1744	1693.68	1584.88	1746.57	1816.05	1184.39	1336.39	1301.22
ZNF398	1876.07	1870.56	1776.93	1567.98	1917.49	2006.03	1439.37	1563.2	1581.36
KCNJ8	395.097	407.902	426.894	424.045	398.553	410.047	381.089	365.078	403.622
KCNAB2	158.273	139.402	172.607	127.495	161.025	186.312	159.016	182.627	173.195
CAMK2N1	121.568	122.505	118.667	109.885	124.625	126.964	137.083	128.33	108.436
DSP	10957.1	11736.3	9112.72	9353.63	11055.2	11636.5	8959.71	10243.2	10206.5
NGDN	1271.83	1220.34	1297.63	1496.83	1147.54	1171.83	1247.45	1067.58	1129.54
UVRAG	545.513	558.678	551.726	524.773	558.961	568.988	608.646	547.617	582.842
NIPAL2	39.1492	22.2125	44.6929	33.8109	41.336	29.1548	57.5747	30.9763	30.1211
SOX15	14.9385	17.5008	10.7879	5.63514	14.8069	21.6309	16.4499	8.85038	4.51816
DERA	639.78	588.295	624.159	673.4	560.195	610.369	677.188	611.782	644.591
SLC19A2	986.456	931.579	1032.56	1055.18	944.557	961.166	1137.79	1046.56	1081.35
HADHB	2733.74	2575.3	2951.27	2899.99	2720.77	2669.07	3051.46	2933.9	3138.61
LOC257358	15.4536	9.42349	12.3291	15.4966	9.87127	11.2857	24.6749	11.063	30.1211
ANXA7	2293.83	2135.77	2582.94	2623.86	2300.01	2133	2549.74	2329.86	2457.88
LINC00847	27.3129	21.2089	29.2803	22.6188	28.6363	27.2373	17.5399	44.3068	48.3425
DLST	1928.61	1996.43	2230.02	2044.15	2069.27	2062.46	2138.49	2095.33	2109.98
INTS8	2534.97	2470.96	2771.43	2789.79	2589.99	2429.04	2486.05	2397.49	2638.41
TMEM173	99.4183	95.5811	73.9744	76.0744	81.438	114.738	115.149	102.886	79.8208
DNAJB14	464.124	470.501	426.894	519.842	425.082	408.167	559.297	410.436	521.094
LAMA3	1032.82	1188.03	958.585	941.069	1082.14	1136.09	1167.94	1169.36	1275.63
SLC9A1	195.231	170.296	174.148	118.338	176.449	253.928	180.949	137.181	117.472
NAT8L	910.218	1051.39	1003.28	1064.34	930.984	956.464	745.729	820.872	649.109
ZFYVE9	1122.45	1072.26	1072.63	1070.68	1072.88	1129.51	1156.98	1085.28	1209.36
PDE8B	31.9375	42.4057	35.4461	39.446	38.2512	32.9167	35.6415	47.5708	64.7603
HOXD8	168.444	149.43	209.594	164.124	179.534	188.095	161.757	142.712	165.666
C14orf37	184.928	183.758	184.936	221.179	170.896	165.524	189.174	203.559	242.475
MCM3AP-AS1	146.919	160.951	149.13	140.598	144.915	174.033	161.072	156.741	173.126
NRGN	150.415	126.544	157.196	141.583	121.54	167.405	186.432	139.393	117.472
ZNF561	655.233	667.048	727.415	655.79	665.077	736.393	581.23	516.641	576.818
REEP4	462.578	471.848	445.387	432.497	469.502	481.524	468.822	540.979	492.479
RPS23	8506.18	7969.58	9394.75	9390.26	8337.52	8011.91	9173.56	9223.2	8250.16
SNORA5A	13.3931	23.5587	21.5759	22.5406	20.9765	14.1114	21.9332	27.6574	15.0605
CAPRIN2	293.104	302.225	277.404	287.392	281.948	305.655	296.098	372.822	337.356
COPS3	3778.92	3672.47	4620.32	4428.52	3917.04	3642.46	3934.27	3383.06	3777.18
OBSCN	577.297	845.532	567.569	569.365	632.495	814.294	615.744	838.907	757.622
GLUD1	4099.33	3803.72	4288.97	4485.57	4016.37	3746.86	4605.97	4136.44	4522.68
RIC8B	454.851	460.116	405.318	412.413	430.452	471.969	443.93	445.838	465.37
AHSA1	3912.34	3931.61	4068.59	4777.9	3706.05	3515.5	3577.85	3655.21	3594.95
C2orf47	675.66	677.383	805.844	723.038	717.202	728.126	553.019	667.649	638.212
RPL15	13268.5	12808.7	14578.9	14864.4	13393.6	12192.7	15013.3	13773.6	15333.1
NCOA1	1041.06	1142.26	1012.52	948.817	1056.23	1209.45	1047.31	998.986	1057.25
GSE1	1542.27	1659.21	1424.01	1177.74	1605.93	1889.42	1532.58	1625.15	1503.04
UQCRC2	5544.24	5586.11	6315.56	6802.32	5390.95	5126.53	6070.01	5746.11	5989.57
ATL1	110.751	116.447	134.079	138.765	117.838	107.214	153.532	127.224	125.002
STARD9	533.15	631.374	531.691	399.391	563.896	711.94	526.397	586.337	582.842
CTSC	1722.56	1670.65	1823.16	1856.08	1702.18	1641.13	1636.77	1622.94	1771.12
FAM60A	1868.34	1731.23	2062.04	2099.09	1805.83	1786.9	2286.54	1847.52	1799.73
SLC22A18	45.8457	45.0981	47.7751	37.3328	44.4207	58.3095	54.833	60.8463	73.7966
ACAA2	1239.38	1242.55	1311.5	1513.74	1203.68	1103.18	1431.14	1325.34	1319.3
SYNGR3	183.383	156.834	141.784	167.646	162.876	154.238	191.916	198.027	182.232
MRPL44	1629.33	1540.07	1693.71	1841.28	1530.66	1464.32	1433.88	1395.04	1560.27
SELK	653.173	658.298	750.532	789.624	662.609	622.595	649.771	610.676	638.566
PLCB2	60.7842	65.2913	77.0567	64.8041	80.821	59.25	84.9912	58.6337	82.8329
HERC5	982.335	914.751	961.667	1023.48	916.794	909.44	940.386	907.164	1004.54
GPR126	319.89	327.803	295.898	258.512	326.986	351.738	361.898	335.208	402.116
INE1	35.5433	51.8292	47.7751	35.924	35.7834	65.8333	49.3497	38.7204	25.6029
POLR2K	1119.87	1042.64	1129.65	1230.57	1040.19	1036.4	1126.82	1011.16	983.453
ATP5A1	15327.4	14951.7	17479.5	17839.5	15555.3	14074.2	15402.6	15708.3	16138.9
COQ3	740.743	669.741	847.623	836.819	719.986	686.547	674.446	668.203	841.884
CXCL16	47.9593	47.8544	49.3826	38.8457	57.633	49.8865	43.9507	60.9348	43.7627
CHEK2	1050.33	1015.04	1223.66	1193.95	1067.95	1009.13	1055.54	1085.28	1119
SORL1	1000.88	1089.76	886.152	895.283	1045.74	1052.39	1107.63	1229.1	1269.6
MEX3A	695.928	704.069	636.488	480.396	724.922	809.75	668.963	616.207	588.867
ARF3	2508.64	2301.35	2459.65	2176.57	2593.68	2529.88	2289.28	2452.66	2447.34
RAB14	1867.31	1806.62	1792.34	1594.04	1889.11	1959.01	1721.76	1695.95	1703.35
SAMD15	72.1169	81.4459	64.7276	85.9359	74.0345	60.1905	68.5413	73.0156	64.7603
PRSS8	41.7248	30.9629	24.6581	21.8362	36.4003	37.619	38.3831	61.9526	52.7119
ZNF546	211.199	212.028	186.477	192.299	216.551	203.143	200.14	205.771	257.535
LAYN	485.243	498.772	511.656	554.357	457.163	477.762	611.388	518.853	530.131
HIATL2	12.878	11.4428	16.9525	14.7923	16.6578	10.3452	10.9666	25.4448	16.5666
ID4	2409.22	2234.71	2095.94	2474.53	2166.74	2128.3	3054.2	2874.16	3102.47
ZNF425	192.655	197.893	158.737	190.89	177.683	183.393	178.207	231.216	231.932
UBE2N	2678.11	2544.34	3170.11	3054.25	2771.36	2515.77	2610.05	2262.38	2543.72
CDR2	1003.45	1020.43	1121.94	1134.07	1034.02	964.928	827.978	808.703	820.799
KLF13	1168.29	1105.91	1106.53	1034.05	1109.9	1224.5	1063.76	1146.12	1152.13
CDON	1335.19	1349.58	1195.92	1020.67	1407.89	1422.94	1239.23	1365.17	1361.47
ASAP3	746.925	747.148	667.311	744.543	726.155	696.893	715.571	935.927	903.632
WDR7	691.807	761.956	673.475	596.621	742.196	802.226	699.121	719.093	719.893
CREB3L2	1606.15	1721.13	1451.75	1064.34	1688.6	2089.74	1653.22	1490.18	1295.21
KIF20A	2734.67	2742.14	2799.67	2833.89	2762.19	2669.74	2719.87	2711.25	2973.12
XYLB	319.375	354.054	377.578	316.977	344.878	395	298.84	351.802	325.307
BAIAP2-AS1	359.039	374.247	346.755	374.033	389.915	320.702	274.165	411.543	332.838
MRGBP	1409.88	1423.62	1474.86	1603.2	1385.06	1337.36	1392.76	1473.59	1364.48
FBRS	639.78	633.393	650.358	409.957	655.823	885.928	600.421	559.786	507.54
CCDC137	1157.48	1213.61	1141.98	1305.94	1137.05	1054.27	899.261	985.711	894.595
CTXN1	169.99	194.528	169.525	147.923	159.174	221.952	230.299	173.689	141.569
VWDE	205.533	237.607	211.135	195.821	216.551	245.464	208.365	212.409	233.438
FSTL1	4049.36	3754.59	3946.84	3865	4042.29	3821.15	4145.38	4261.46	4558.82
STIP1	10335.4	9978.13	10097.5	11107.6	9873.12	9321.06	8389.45	8952.16	8570.95
EIF2B5	2593.63	2654.06	2592.19	2954.93	2459.8	2388.81	2393.46	2377.43	2519.63
PSMG3-AS1	59.2389	68.6568	63.1865	58.4646	64.7802	68.6547	82.2495	94.0353	88.8571
ZNF212	659.354	738.398	698.133	730.455	673.097	686.547	559.297	646.077	664.169
RTFDC1	2050.18	2011.91	2234.64	2466.78	2032.25	1837.69	1842.39	1906.15	1832.87
AGO2	1307.89	1328.04	1138.9	916.415	1380.13	1442.69	1121.34	1301.01	1100.92
NOTCH2	8888.92	9014.91	8112.52	7007.3	9488.76	9703.83	7152.97	8552.78	8355.58
EPHX1	383.765	370.882	409.941	318.386	388.681	449.547	326.256	428.137	391.573
PRPF19	3975.18	4412.88	4393.77	4760.99	3938.64	4022.42	3575.11	3856.55	3293.74
FAM189A1	100.964	102.985	89.3857	88.7535	101.797	101.571	131.599	107.311	81.3269
ADORA1	65.9354	53.8485	55.4808	72.5525	51.2072	49.8452	30.1582	67.4841	64.7603
TXNL4B	351.908	315.026	379.156	345.152	351.078	353.618	337.222	251.128	280.126
MIR1282	0	6.30281	13.9092	7.18604	8.8162	3.34224	16.833	18.2285	11.1593
RPAP1	812.86	767.341	792.142	560.697	857.567	979.035	762.179	840.786	849.414
TEX9	121.568	118.467	146.408	143.696	107.35	138.25	126.116	122.799	135.545
PRDM6	192.14	233.568	209.594	160.602	229.507	251.107	164.499	169.263	159.642
LENG8	786.935	981.3	789.474	572.988	858.266	1162.42	829.029	879.587	680.514
AKIRIN1	3016.55	2927.34	2886.54	3233.16	2797.89	2768.76	2843.09	2519.04	2563.3
OSGIN2	775.256	720.897	725.874	828.366	716.284	686.547	825.237	774.408	808.75
LOC100507557	31.6052	25.8772	27.5247	25.6139	24.0535	34.61	48.1569	28.4609	36.2678
PRPF8	14482.1	15274.1	13184.4	11433.7	14988.3	16211.9	13187.3	14521.3	12991.2
AKAP8	1449.55	1493.62	1422.47	1582.07	1417.76	1378.74	1214.55	1209.18	1213.88
DAG1	1596.87	1541.41	1510.31	1200.99	1657.76	1755.87	1496.94	1564.3	1442.8
PPP1R3D	317.302	260.305	299.082	261.097	316.072	304.15	273.441	279.855	281.599
SNRPC	2711.59	2600.21	3062.23	3184.56	2723.85	2414.2	2618.28	2680.56	2503.06
MYO5B	465.669	496.079	451.552	465.604	472.587	477.762	457.856	523.279	528.625
KIF1A	1862.16	1874.6	1672.13	1540.51	1930.45	1910.11	1834.16	2115.24	2088.9
EIF2AK1	2838.51	2663.8	2791.3	2342.1	2783.72	3122.64	3039.47	2758.32	2781.38
EIF1AD	711.48	674.453	736.662	595.333	758.995	757.161	551.071	536.554	581.336
C3orf33	210.169	228.856	248.122	239.494	219.636	230.417	337.223	202.452	207.835
DNAJB11	2169.17	2143.17	2115.98	2579.49	2014.36	1876.25	1856.1	1874.07	1768.11
PIGM	463.608	473.194	459.258	409.252	475.672	517.262	485.272	496.727	493.985
GPRC5B	368.826	368.189	366.79	383.894	362.152	359.262	312.548	344.058	311.753
SEC11A	2155.26	2166.73	2381.05	2637.95	2017.44	2005.09	2566.18	2345.35	2149.14
TRIO	2935.67	3213.41	2590.64	2543.56	3029.86	3117.68	2749.88	3148.52	3159.7
RAB38	139.598	154.814	163.36	175.394	138.198	146.714	175.466	168.157	140.063
NUP155	6754.77	6657.02	6517.45	6021.85	6939.5	7031	6585.44	6335.76	6704.95
CTNND1	2758.98	2719.27	2661.54	2067.91	2905.87	3104.94	2228.02	2334.19	2522.64
PPIEL	55.9863	58.774	72.6331	52.9571	58.4057	77.7711	65.0669	66.1374	51.734
DHRS7	665.021	628.008	718.168	704.393	665.694	647.047	740.246	675.948	656.639
COL26A1	223.562	212.702	229.629	214.135	235.677	214.428	197.399	265.511	237.956
NONO	14279.7	13733.4	14115.2	15378.3	13694.5	12913.7	14325.1	14900.7	13554.5
CASP3	1091.54	996.87	1145.06	1210.85	1046.35	991.262	923.936	920.439	1091.89
CCRN4L	846.343	861.576	821.424	753.7	902.604	882.166	688.154	706.924	634.048
STAU1	2659.05	2649.35	2354.85	2229.4	2704.11	2694.46	2645.69	2422.79	2254.56
NPEPL1	30.5926	20.6361	35.082	20.6199	21.9505	45.4695	24.7529	26.3334	33.2449
TEX30	291.043	273.954	291.274	321.203	272.694	258.631	282.39	225.685	295.186
FAM160A2	467.729	475.213	463.881	412.07	492.947	496.571	441.406	455.794	408.14
LOC440173	56.6633	57.214	83.2212	73.9613	66.6311	54.5476	117.891	80.7597	75.3026
HOXC-AS5	36.1248	31.499	29.4006	28.4662	35.0166	34.0764	26.5914	38.8824	47.1993
EMC1	2493.7	2504.63	2573.69	2001.88	2649.82	2871.27	2409.91	2655.11	2682.28
PTPN21	117.963	138.66	120.208	119.747	149.92	104.393	112.408	120.586	123.496
PIP4K2C	617.114	538.485	616.453	450.107	665.077	643.285	548.33	560.893	569.288
IFNGR1	1497.46	1382.56	1763.06	1708.15	1476.37	1432.34	1634.02	1410.53	1563.28
MN1	126.205	113.082	146.408	75.37	125.859	190.917	142.566	127.224	97.8934
SYNJ1	403.854	461.078	420.729	331.065	446.058	519.143	392.056	408.224	338.862
PARK7	3625.93	3766.7	4111.74	4557.42	3554.27	3462.83	3520.28	3661.84	3456.39
GDPD5	182.868	177.7	180.313	138.765	190.022	216.309	161.757	200.24	195.787
RAPGEF1	995.728	916.098	932.386	688.192	1010.57	1121.05	866.362	924.864	879.535
IP6K2	1338.28	1410.16	1476.41	1603.9	1328.92	1311.02	1263.9	1346.36	1295.21
ZHX2	450.215	468.482	399.153	450.811	400.403	472.119	364.64	377.247	403.622
KCNIP4	70.0564	65.2913	84.7623	69.0305	72.8006	77.119	54.833	57.5274	82.8329
OVCA2	428.418	415.15	581.731	489.415	410.172	514.319	456.887	430.102	463.328
PIGF	372.61	312.792	357.382	375.023	351.909	311.099	341.153	347.167	348.898
JMJD1C	1260.3	1215.22	1200.28	997.013	1286.57	1371.18	1216.41	1205.37	1264.9
KLHL12	1163.66	1150.34	1174.34	1262.27	1166.04	1070.26	1398.24	1330.88	1322.31
GIPR	33.4828	36.3477	35.4461	25.3581	37.6342	43.2619	43.8664	42.0393	42.1695
KPNA5	794.316	771.38	827.588	855.837	784.149	746.738	614.13	690.329	716.881
EN1	101.994	95.5811	81.6801	88.0491	83.9058	109.095	101.441	90.7164	97.8934
ESR2	45.3306	46.4443	50.8574	32.4021	44.4207	67.7143	38.3831	32.0826	48.1937
ATP5H	1763.77	1750.08	2046.62	2121.63	1734.88	1673.11	2039.79	1882.92	2007.57
KIAA1217	86.5402	75.3879	66.2687	44.3768	83.9058	96.869	120.633	84.0786	90.3632
WBP11	1812.19	1554.88	1638.22	1391.88	1848.4	1794.43	1697.08	1630.68	1543.7
SAMD10	50.4818	61.2527	49.3163	54.9426	53.675	51.7262	43.8664	56.4212	55.724
PSKH1	551.155	609.616	586.882	564.55	578.09	601.382	548.239	678.326	654.78
BUD13	570.238	522.331	659.605	600.847	577.469	581.214	660.738	564.212	549.709
SMIM5	25.756	36.348	24.6581	20.4274	27.146	40.4405	35.6415	28.7643	30.1215
ZFYVE1	303.921	281.358	251.205	271.191	283.182	284.964	312.548	323.039	296.692
PMCH	19.8638	25.6411	6.98468	27.5559	9.24562	17.0623	14.7802	5.63135	16.5121
PFDN1	1023.54	920.136	1131.19	1063.63	1040.19	982.797	970.544	951.415	990.983
KDM6B	192.14	240.972	192.642	142.992	204.829	285.905	197.399	164.838	100.906
TRO	514.605	502.137	544.02	486.735	530.581	547.357	474.306	518.853	563.264
QRICH1	2143.93	2125	2106.73	2103.32	2147	2128.3	2078.17	2053.29	2228.96
ELF4	910.733	948.407	900.022	667.06	946.408	1171.83	817.012	783.258	747.002
OS9	2547.27	2673.58	2629.17	2857.02	2554.81	2414.2	2577.15	2797.83	2584.39
PLEKHH1	486.927	506.491	443.014	375.417	508.186	563.213	569.32	611.497	584.489
MID2	2022.36	1947.97	1827.78	1538.39	2121.71	2175.32	2207.03	2144	2078.35
ADCY6	831.404	910.04	810.636	760.744	856.95	924.488	781.37	930.396	930.741
CORO2A	612.478	668.395	645.735	640.998	650.887	637.643	600.421	695.861	715.375
ITPA	1186.84	1204.86	1359.28	1381.31	1262.91	1122.93	945.869	1157.19	1088.88
LOC389906	162.778	154.814	166.442	159.897	167.195	156.119	164.499	138.287	144.581
FGGY	88.6007	97.6004	110.962	106.363	85.7567	103.452	137.083	109.523	114.46
TTC9	67.4808	63.9451	50.8574	64.8041	53.675	64.8928	98.6994	76.3345	63.2542
RNF115	765.984	670.414	745.908	810.756	689.138	673.381	811.529	636.121	756.039
IQCG	310.618	296.167	342.132	366.284	293.053	294.369	307.065	335.208	301.21
ZNF142	688.201	818.497	654.982	502.937	761.322	876.523	556.555	596.294	509.046
TICRR	1486.73	1562.95	1317.67	1039.68	1510.23	1860.26	1305.03	1262.13	1335.87
TRMT10B	296.194	298.859	275.863	276.826	287.501	304.714	285.132	307.551	290.668
HSBP1	5232.08	4711.74	5819.32	5752.78	5184.27	4896.12	5820.52	5194.06	5402.21
HOXC11	224.593	231.549	229.629	217.657	245.548	221.012	180.949	212.409	213.86
DIEXF	1689.6	1581.8	1604.32	1428.51	1720.07	1745.52	1447.59	1466.95	1614.49
ZYG11A	898.37	957.157	923.139	869.925	897.669	1019.48	778.629	802.065	870.499
FAT3	821.102	892.539	804.471	805.825	829.804	888.75	932.161	1004.52	1045.2
SLC16A10	612.478	607.142	681.181	575.489	634.846	683.726	614.13	585.231	605.433
SFXN1	6912.92	6258.54	6808.73	6267.69	6988.24	6674.56	6396.27	6448.61	6741.09
SNORA51	12.878	14.8083	7.70567	13.3835	11.1052	11.2857	10.9666	9.95667	13.5545
RCAN1	744.349	738.398	809.095	791.033	772.427	723.226	677.188	690.329	736.46
SPTAN1	6184.54	7003	5860.93	5853.51	6357.1	6764.84	5661.51	6745.09	6643.2
C8orf40	312.467	284.536	348.17	313.454	318.346	310.226	408.504	366.178	403.1
SNHG10	405.401	388.634	419.789	416.81	400.489	394.63	431.17	397.839	368.831
MRPS16	3149.96	3111.77	3447.51	3426.87	3232.84	3074.42	3166.61	2974.83	3037.71
GPHA2	7.72681	3.36553	10.7879	5.63514	9.25432	6.58333	10.9666	7.74408	15.0605
PPP2CA	4338.34	4287.01	4564.84	4816.64	4413.08	4002.67	4161.83	4032.45	4170.26
IRAK1BP1	44.8155	47.7905	43.1517	47.8987	46.8885	41.3809	43.8664	49.7834	54.2179
LOC100506599	35.0282	41.7326	23.117	24.6538	34.5495	39.5	32.8998	29.87	33.1332
KLF7	97.3578	84.8114	87.8446	78.1876	72.8006	116.619	131.599	112.842	78.3148
OPN3	167.295	146.281	161.475	147.461	155.63	170.417	150.791	176.313	131.672
CNOT1	12018	11907.5	11055.3	9413.61	12380.4	12994.3	12064.2	12200.8	12327.1
SYVN1	353.756	329.796	275.966	202.048	344.762	424.282	373.142	331.6	327.622
FCHSD2	579.511	623.97	587.172	521.955	613.87	662.095	567.522	577.487	551.215
CLEC3B	9.78729	7.40417	10.7879	5.63514	10.4882	12.2262	8.22495	4.42519	9.03632
KLHL41	199.352	180.392	206.512	237.38	181.385	171.167	194.657	195.815	231.932
BIN3	299.8	310.975	312.85	319.09	311.562	294.369	249.49	302.019	274.102
DONSON	1251.74	1223.03	1231.37	1289.74	1265.99	1142.68	1113.11	1080.85	1112.97
GLE1	1963.12	1982.3	1904.84	2122.34	1908.86	1833.93	1757.4	2103.07	2034.68
HECA	1785.92	1748.73	1516.47	1567.27	1777.45	1723.89	1787.56	1668.3	1881.06
DYNLT1	1208.99	1131.49	1242.15	1405.97	1198.13	998.785	1346.15	1221.35	1114.48
RFTN1	299.8	316.36	328.261	301.48	328.837	316	339.965	330.783	364.465
PSMA6	1913.67	1706.32	2154.5	2013.15	1952.04	1785.02	2050.75	1744.63	1817.81
NFRKB	2126.93	2275.77	2109.81	1957.51	2254.35	2321.09	1642.25	1985.8	1947.33
MNT	201.412	210.009	195.724	167.646	182.002	262.393	244.007	205.771	159.642
ANKRD7	35.5433	35.6746	15.4113	33.8109	25.2951	26.3333	32.8998	40.933	28.615
MRPL15	1770.47	1792.48	2063.58	2218.13	1756.47	1683.45	1697.08	1593.07	1619.01
HDDC2	2337.62	2394.24	2641.5	2774.6	2324.07	2304.17	2503.13	2241.36	2254.56
MRPS33	1255.86	1228.42	1345.41	1450.34	1201.83	1192.52	1431.14	1147.23	1379.54
ZBTB4	417.763	433.48	400.695	332.473	408.424	520.083	455.114	406.011	350.91
LOC100132356	18.0292	16.8277	20.0347	14.0879	27.763	12.2262	10.9666	8.85038	7.53026
LTBP2	88.0856	121.159	77.0567	75.37	96.2449	111.917	131.599	134.968	115.966
RTN4RL2	25.2409	25.578	38.5283	21.1318	27.146	42.3214	30.1582	34.2952	25.6029
DDB1	14222	14371.5	14451.2	15724.2	14190	13248.5	13757.6	15279.1	15563.6
ATP1A3	421.884	419.345	400.695	305.002	430.634	516.321	482.531	483.452	356.935
HELB	396.128	449.635	392.989	364.876	412.126	467.416	405.764	349.59	412.659
LMBRD1	491.425	433.48	476.21	523.364	457.163	426.036	625.096	462.432	539.167
METTL24	7.72681	8.75038	6.16453	7.74832	10.4882	4.70238	8.22495	15.4882	7.53026
ZNF396	75.7227	75.3879	72.4333	90.8667	69.0989	64.8928	123.374	103.992	111.448
PSMG1	1796.23	1636.32	1977.27	2061.05	1716.98	1604.45	1713.53	1578.69	1737.99
HMOX2	1542.04	1607.26	1781.55	1739.25	1640.8	1564.95	1247.45	1372.52	1296.71
ZNF583	110.236	122.505	109.42	111.294	113.52	116.619	106.924	96.2478	75.3026
AKAP3	23.6955	35.0015	30.8227	22.5406	33.9325	33.8571	41.1248	48.6771	37.6513
SZRD1	3062.91	3037.06	3298.02	3042.27	3115	3224.89	2711.49	2683.88	2605.47
MSH4	29.877	26.2511	41.6106	31.6977	35.1664	30.0952	41.1248	21.0196	37.6513
C12orf76	100.448	92.2156	87.8446	94.3886	104.882	79.9404	153.532	147.138	180.726
